wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 2302, total loss 6.4148, policy loss -5.1815, value loss 5.4486, entropy loss -0.0136, predict loss 6.1479
[Train] Iteration 2303, total loss 8.1633, policy loss -4.4419, value loss 6.6385, entropy loss -0.0086, predict loss 5.9668
[Train] Iteration 2304, total loss 6.1824, policy loss -4.5929, value loss 4.3130, entropy loss -0.0033, predict loss 6.4623
[Train] Iteration 2305, total loss 8.1475, policy loss -4.4798, value loss 6.6799, entropy loss -0.0143, predict loss 5.9478
[Train] Iteration 2306, total loss 9.9170, policy loss -4.1427, value loss 7.6058, entropy loss -0.0005, predict loss 6.4539
[Train] Iteration 2307, total loss 9.2998, policy loss -4.5593, value loss 7.5597, entropy loss -0.0104, predict loss 6.2997
[Train] Iteration 2308, total loss 7.2519, policy loss -4.4758, value loss 5.4109, entropy loss -0.0063, predict loss 6.3169
[Train] Iteration 2309, total loss 10.4523, policy loss -4.6018, value loss 8.8317, entropy loss -0.0102, predict loss 6.2226
[Train] Iteration 2310, total loss 13.9564, policy loss -4.3806, value loss 12.2723, entropy loss -0.0072, predict loss 6.0649
[Train] Iteration 2311, total loss 12.8634, policy loss -4.5346, value loss 11.0848, entropy loss -0.0194, predict loss 6.3135
[Train] Iteration 2312, total loss 6.4137, policy loss -4.3310, value loss 4.7112, entropy loss -0.0086, predict loss 6.0337
[Train] Iteration 2313, total loss 6.3840, policy loss -4.9049, value loss 4.9304, entropy loss -0.0112, predict loss 6.3587
[Train] Iteration 2314, total loss 6.3661, policy loss -4.4052, value loss 4.5934, entropy loss -0.0083, predict loss 6.1780
[Train] Iteration 2315, total loss 5.5564, policy loss -4.5926, value loss 4.1417, entropy loss -0.0080, predict loss 6.0074
[Train] Iteration 2316, total loss 12.6343, policy loss -4.5501, value loss 10.6622, entropy loss -0.0078, predict loss 6.5224
[Train] Iteration 2317, total loss 13.3229, policy loss -4.7307, value loss 11.9664, entropy loss -0.0159, predict loss 6.0875
[Train] Iteration 2318, total loss 6.6034, policy loss -4.4453, value loss 4.7287, entropy loss -0.0120, predict loss 6.3203
[Train] Iteration 2319, total loss 4.5651, policy loss -4.4348, value loss 2.9722, entropy loss -0.0249, predict loss 6.0282
[Train] Iteration 2320, total loss 10.0349, policy loss -4.9631, value loss 8.4299, entropy loss -0.0041, predict loss 6.5682
[Train] Iteration 2321, total loss 7.9818, policy loss -5.0109, value loss 6.7487, entropy loss -0.0112, predict loss 6.2443
[Train] Iteration 2322, total loss 8.3174, policy loss -4.5311, value loss 6.7865, entropy loss -0.0196, predict loss 6.0624
[Train] Iteration 2323, total loss 5.2379, policy loss -4.9370, value loss 3.9200, entropy loss -0.0058, predict loss 6.2550
[Train] Iteration 2324, total loss 9.9264, policy loss -4.2591, value loss 7.6286, entropy loss -0.0088, predict loss 6.5571
[Train] Iteration 2325, total loss 6.9167, policy loss -3.7566, value loss 4.5842, entropy loss -0.0069, predict loss 6.0892
[Train] Iteration 2326, total loss 10.0162, policy loss -4.6348, value loss 8.0973, entropy loss -0.0067, predict loss 6.5539
[Train] Iteration 2327, total loss 11.8125, policy loss -4.3091, value loss 9.7239, entropy loss -0.0072, predict loss 6.3979
[Train] Iteration 2328, total loss 5.9366, policy loss -4.4931, value loss 3.5944, entropy loss -0.0134, predict loss 6.8355
[Train] Iteration 2329, total loss 4.0630, policy loss -4.4551, value loss 2.2536, entropy loss -0.0094, predict loss 6.2647
[Train] Iteration 2330, total loss 6.9026, policy loss -4.2869, value loss 4.7436, entropy loss -0.0238, predict loss 6.4463
[Train] Iteration 2331, total loss 9.1064, policy loss -4.3974, value loss 7.0738, entropy loss -0.0060, predict loss 6.4302
[Train] Iteration 2332, total loss 10.0791, policy loss -4.0471, value loss 7.4047, entropy loss -0.0123, predict loss 6.7218
[Train] Iteration 2333, total loss 5.8768, policy loss -4.3246, value loss 3.9133, entropy loss -0.0094, predict loss 6.2883
[Train] Iteration 2334, total loss 7.1829, policy loss -4.9306, value loss 5.7005, entropy loss -0.0067, predict loss 6.4131
[Train] Iteration 2335, total loss 9.4963, policy loss -4.7368, value loss 7.7063, entropy loss -0.0114, predict loss 6.5270
[Train] Iteration 2336, total loss 4.8769, policy loss -4.3856, value loss 3.1620, entropy loss -0.0218, predict loss 6.1009
[Train] Iteration 2337, total loss 15.5484, policy loss -4.6834, value loss 13.8689, entropy loss -0.0201, predict loss 6.3634
[Train] Iteration 2338, total loss 5.3729, policy loss -4.2525, value loss 3.3384, entropy loss -0.0146, predict loss 6.2872
[Train] Iteration 2339, total loss 8.6218, policy loss -4.4386, value loss 7.1795, entropy loss -0.0118, predict loss 5.8812
[Train] Iteration 2340, total loss 4.4628, policy loss -4.9378, value loss 2.8449, entropy loss -0.0078, predict loss 6.5559
[Train] Iteration 2341, total loss 7.8699, policy loss -4.6021, value loss 6.3889, entropy loss -0.0268, predict loss 6.0836
[Train] Iteration 2342, total loss 5.7084, policy loss -4.4684, value loss 4.4024, entropy loss -0.0150, predict loss 5.7747
[Train] Iteration 2343, total loss 10.5393, policy loss -4.3572, value loss 8.5381, entropy loss -0.0192, predict loss 6.3587
[Train] Iteration 2344, total loss 10.0709, policy loss -4.4013, value loss 8.3203, entropy loss -0.0114, predict loss 6.1520
[Train] Iteration 2345, total loss 6.2815, policy loss -4.8086, value loss 4.8317, entropy loss -0.0105, predict loss 6.2586
[Train] Iteration 2346, total loss 9.7682, policy loss -4.0805, value loss 7.6364, entropy loss -0.0087, predict loss 6.2125
[Train] Iteration 2347, total loss 4.9957, policy loss -4.7390, value loss 3.6311, entropy loss -0.0119, predict loss 6.1038
[Train] Iteration 2348, total loss 7.8329, policy loss -4.4852, value loss 6.1684, entropy loss -0.0044, predict loss 6.1498
[Train] Iteration 2349, total loss 6.9249, policy loss -4.7654, value loss 5.7352, entropy loss -0.0058, predict loss 5.9553
[Train] Iteration 2350, total loss 7.0085, policy loss -4.5235, value loss 4.9377, entropy loss -0.0168, predict loss 6.5945
[Train] Iteration 2351, total loss 5.6155, policy loss -4.2438, value loss 3.6489, entropy loss -0.0114, predict loss 6.2106
[Train] Iteration 2352, total loss 5.1675, policy loss -5.2529, value loss 3.8461, entropy loss -0.0078, predict loss 6.5745
[Train] Iteration 2353, total loss 8.5187, policy loss -3.9632, value loss 6.0338, entropy loss -0.0119, predict loss 6.4483
[Train] Iteration 2354, total loss 11.4850, policy loss -3.9980, value loss 9.2327, entropy loss -0.0149, predict loss 6.2507
[Train] Iteration 2355, total loss 11.1914, policy loss -4.0009, value loss 9.1792, entropy loss -0.0241, predict loss 6.0136
[Train] Iteration 2356, total loss 5.5727, policy loss -4.0161, value loss 3.4812, entropy loss -0.0117, predict loss 6.1079
[Train] Iteration 2357, total loss 4.4530, policy loss -4.2810, value loss 2.8633, entropy loss -0.0073, predict loss 5.8709
[Train] Iteration 2358, total loss 9.8760, policy loss -4.6478, value loss 8.2440, entropy loss -0.0105, predict loss 6.2800
[Train] Iteration 2359, total loss 3.6502, policy loss -3.7775, value loss 1.2153, entropy loss -0.0142, predict loss 6.2127
[Train] Iteration 2360, total loss 6.4140, policy loss -4.6973, value loss 4.6500, entropy loss -0.0203, predict loss 6.4618
[Train] Iteration 2361, total loss 12.6990, policy loss -4.2268, value loss 10.4566, entropy loss -0.0215, predict loss 6.4696
[Train] Iteration 2362, total loss 11.1669, policy loss -3.7788, value loss 8.6520, entropy loss -0.0109, predict loss 6.2938
[Train] Iteration 2363, total loss 8.6217, policy loss -4.4124, value loss 6.6841, entropy loss -0.0172, predict loss 6.3503
[Train] Iteration 2364, total loss 8.4419, policy loss -4.4596, value loss 6.5987, entropy loss -0.0128, predict loss 6.3031
[Train] Iteration 2365, total loss 10.4609, policy loss -4.6754, value loss 8.5418, entropy loss -0.0157, predict loss 6.5949
[Train] Iteration 2366, total loss 6.6968, policy loss -4.6688, value loss 4.8966, entropy loss -0.0149, predict loss 6.4694
[Train] Iteration 2367, total loss 5.6084, policy loss -4.4152, value loss 3.4443, entropy loss -0.0191, predict loss 6.5797
[Train] Iteration 2368, total loss 7.5559, policy loss -3.9263, value loss 5.5497, entropy loss -0.0188, predict loss 5.9328
[Train] Iteration 2369, total loss 6.0152, policy loss -4.6443, value loss 4.4491, entropy loss -0.0108, predict loss 6.2105
[Train] Iteration 2370, total loss 7.9776, policy loss -4.4276, value loss 6.1493, entropy loss -0.0189, predict loss 6.2563
[Train] Iteration 2371, total loss 6.4162, policy loss -4.8233, value loss 4.9941, entropy loss -0.0125, predict loss 6.2457
[Train] Iteration 2372, total loss 9.0460, policy loss -4.2637, value loss 7.0769, entropy loss -0.0123, predict loss 6.2331
[Train] Iteration 2373, total loss 7.6918, policy loss -4.8893, value loss 6.1610, entropy loss -0.0147, predict loss 6.4204
[Train] Iteration 2374, total loss 10.4486, policy loss -4.7621, value loss 8.9279, entropy loss -0.0048, predict loss 6.2829
[Train] Iteration 2375, total loss 6.8390, policy loss -4.8142, value loss 5.1016, entropy loss -0.0184, predict loss 6.5520
[Train] Iteration 2376, total loss 8.0506, policy loss -3.7704, value loss 5.8525, entropy loss -0.0064, predict loss 5.9686
[Train] Iteration 2377, total loss 9.4877, policy loss -0.4567, value loss 3.7464, entropy loss -0.0092, predict loss 6.1982
[Train] Iteration 2378, total loss 11.7654, policy loss -4.9417, value loss 10.1022, entropy loss -0.0187, predict loss 6.6052
[Train] Iteration 2379, total loss 7.3433, policy loss -5.0056, value loss 6.2090, entropy loss -0.0098, predict loss 6.1400
[Train] Iteration 2380, total loss 8.0118, policy loss -4.7135, value loss 6.2142, entropy loss -0.0066, predict loss 6.5112
[Train] Iteration 2381, total loss 5.7731, policy loss -4.9661, value loss 4.7409, entropy loss -0.0119, predict loss 5.9985
[Train] Iteration 2382, total loss 10.1171, policy loss -4.3479, value loss 7.8710, entropy loss -0.0152, predict loss 6.5943
[Train] Iteration 2383, total loss 8.2922, policy loss -4.7593, value loss 6.5831, entropy loss -0.0116, predict loss 6.4687
[Train] Iteration 2384, total loss 6.6530, policy loss -4.8343, value loss 5.2828, entropy loss -0.0099, predict loss 6.2047
[Train] Iteration 2385, total loss 9.1204, policy loss -3.7416, value loss 6.3139, entropy loss -0.0199, predict loss 6.5485
[Train] Iteration 2386, total loss 8.0307, policy loss -4.8809, value loss 6.5731, entropy loss -0.0124, predict loss 6.3387
[Train] Iteration 2387, total loss 5.7932, policy loss -4.7609, value loss 3.8477, entropy loss -0.0158, predict loss 6.7067
[Train] Iteration 2388, total loss 8.0426, policy loss -4.0704, value loss 6.0258, entropy loss -0.0056, predict loss 6.0873
[Train] Iteration 2389, total loss 8.4187, policy loss -4.1140, value loss 6.1436, entropy loss -0.0166, predict loss 6.3894
[Train] Iteration 2390, total loss 7.1393, policy loss -4.3520, value loss 5.0678, entropy loss -0.0139, predict loss 6.4238
[Train] Iteration 2391, total loss 8.1590, policy loss -5.0582, value loss 6.6407, entropy loss -0.0199, predict loss 6.5769
[Train] Iteration 2392, total loss 6.1070, policy loss -4.7003, value loss 4.4353, entropy loss -0.0120, predict loss 6.3723
[Train] Iteration 2393, total loss 14.5694, policy loss -4.7149, value loss 12.6424, entropy loss -0.0139, predict loss 6.6421
[Train] Iteration 2394, total loss 8.6235, policy loss -4.6622, value loss 7.0755, entropy loss -0.0067, predict loss 6.2103
[Train] Iteration 2395, total loss 8.8687, policy loss -4.4348, value loss 7.3379, entropy loss -0.0157, predict loss 5.9659
[Train] Iteration 2396, total loss 8.4346, policy loss -4.8508, value loss 6.6030, entropy loss -0.0137, predict loss 6.6827
[Train] Iteration 2397, total loss 7.8007, policy loss -4.0083, value loss 5.6198, entropy loss -0.0132, predict loss 6.1894
[Train] Iteration 2398, total loss 10.0191, policy loss -4.6988, value loss 8.5113, entropy loss -0.0180, predict loss 6.2069
[Train] Iteration 2399, total loss 11.0493, policy loss -4.1532, value loss 9.0173, entropy loss -0.0081, predict loss 6.1854
[Train] Iteration 2400, total loss 9.3978, policy loss -3.6828, value loss 7.0150, entropy loss -0.0136, predict loss 6.0659
[Train] Iteration 2401, total loss 8.1076, policy loss -4.6194, value loss 6.6839, entropy loss -0.0027, predict loss 6.0432
[Train] Iteration 2402, total loss 9.4999, policy loss -4.2509, value loss 7.0899, entropy loss -0.0198, predict loss 6.6614
[Train] Iteration 2403, total loss 8.1879, policy loss -4.7282, value loss 5.9056, entropy loss -0.0131, predict loss 7.0107
[Train] Iteration 2404, total loss 7.1560, policy loss -3.6413, value loss 4.7532, entropy loss -0.0108, predict loss 6.0443
[Train] Iteration 2405, total loss 6.6017, policy loss -4.3553, value loss 4.7532, entropy loss -0.0107, predict loss 6.2040
[Train] Iteration 2406, total loss 8.2410, policy loss -4.0024, value loss 5.4755, entropy loss -0.0138, predict loss 6.7683
[Train] Iteration 2407, total loss 6.2319, policy loss -4.4748, value loss 4.2568, entropy loss -0.0079, predict loss 6.4501
[Train] Iteration 2408, total loss 5.4050, policy loss -4.2575, value loss 3.7115, entropy loss -0.0085, predict loss 5.9512
[Train] Iteration 2409, total loss 7.1909, policy loss -3.9885, value loss 4.9764, entropy loss -0.0159, predict loss 6.2033
[Train] Iteration 2410, total loss 8.1684, policy loss -3.9602, value loss 5.6008, entropy loss -0.0117, predict loss 6.5280
[Train] Iteration 2411, total loss 10.1093, policy loss -4.1338, value loss 7.6490, entropy loss -0.0044, predict loss 6.5942
[Train] Iteration 2412, total loss 5.0908, policy loss -3.4783, value loss 2.3457, entropy loss -0.0198, predict loss 6.2238
[Train] Iteration 2413, total loss 8.0486, policy loss -4.4761, value loss 5.9407, entropy loss -0.0230, predict loss 6.5845
[Train] Iteration 2414, total loss 6.0168, policy loss -4.4652, value loss 4.0702, entropy loss -0.0139, predict loss 6.4122
[Train] Iteration 2415, total loss 7.0756, policy loss -2.8572, value loss 3.6915, entropy loss -0.0114, predict loss 6.2415
[Train] Iteration 2416, total loss 5.7316, policy loss -4.4758, value loss 4.0277, entropy loss -0.0193, predict loss 6.1801
[Train] Iteration 2417, total loss 7.5828, policy loss -4.8610, value loss 5.6300, entropy loss -0.0092, predict loss 6.8139
[Train] Iteration 2418, total loss 7.0757, policy loss -4.7663, value loss 4.9443, entropy loss -0.0089, predict loss 6.8979
[Train] Iteration 2419, total loss 5.4304, policy loss -4.5213, value loss 3.6017, entropy loss -0.0140, predict loss 6.3503
[Train] Iteration 2420, total loss 5.6706, policy loss -4.4630, value loss 3.6944, entropy loss -0.0106, predict loss 6.4394
[Train] Iteration 2421, total loss 3.1723, policy loss -4.5716, value loss 1.8488, entropy loss -0.0132, predict loss 5.8954
[Train] Iteration 2422, total loss 8.4464, policy loss -4.5820, value loss 6.4318, entropy loss -0.0029, predict loss 6.5966
[Train] Iteration 2423, total loss 4.4706, policy loss -4.5729, value loss 2.5417, entropy loss -0.0064, predict loss 6.5019
[Train] Iteration 2424, total loss 6.0991, policy loss -4.5007, value loss 4.3715, entropy loss -0.0201, predict loss 6.2288
[Train] Iteration 2425, total loss 6.1575, policy loss -5.0328, value loss 5.1500, entropy loss -0.0092, predict loss 6.0404
[Train] Iteration 2426, total loss 7.9850, policy loss -4.9376, value loss 6.6357, entropy loss -0.0098, predict loss 6.2871
[Train] Iteration 2427, total loss 8.1269, policy loss -4.3760, value loss 5.7151, entropy loss -0.0113, predict loss 6.7881
[Train] Iteration 2428, total loss 6.5309, policy loss -4.9492, value loss 4.8977, entropy loss -0.0079, predict loss 6.5826
[Train] Iteration 2429, total loss 6.2714, policy loss -4.2758, value loss 4.1049, entropy loss -0.0075, predict loss 6.4424
[Train] Iteration 2430, total loss 5.4002, policy loss -4.6173, value loss 3.3987, entropy loss -0.0083, predict loss 6.6190
[Train] Iteration 2431, total loss 6.3901, policy loss -4.7637, value loss 4.7804, entropy loss -0.0104, predict loss 6.3736
[Train] Iteration 2432, total loss 6.3238, policy loss -4.7413, value loss 4.5959, entropy loss -0.0044, predict loss 6.4693
[Train] Iteration 2433, total loss 10.6171, policy loss -3.7592, value loss 8.1522, entropy loss -0.0277, predict loss 6.2248
[Train] Iteration 2434, total loss 5.4143, policy loss -4.8876, value loss 3.7320, entropy loss -0.0116, predict loss 6.5701
[Train] Iteration 2435, total loss 7.6699, policy loss -4.5644, value loss 6.0942, entropy loss -0.0163, predict loss 6.1405
[Train] Iteration 2436, total loss 11.5006, policy loss -5.1385, value loss 10.2763, entropy loss -0.0084, predict loss 6.3629
[Train] Iteration 2437, total loss 9.2793, policy loss -4.7931, value loss 7.3403, entropy loss -0.0124, predict loss 6.7323
[Train] Iteration 2438, total loss 6.2604, policy loss -4.2506, value loss 4.2786, entropy loss -0.0167, predict loss 6.2326
[Train] Iteration 2439, total loss 8.9300, policy loss -4.3479, value loss 6.9919, entropy loss -0.0070, predict loss 6.2861
[Train] Iteration 2440, total loss 5.4917, policy loss -4.1676, value loss 3.7068, entropy loss -0.0083, predict loss 5.9527
[Train] Iteration 2441, total loss 6.6315, policy loss -4.5738, value loss 4.6835, entropy loss -0.0253, predict loss 6.5222
[Train] Iteration 2442, total loss 10.1459, policy loss -4.5857, value loss 8.4427, entropy loss -0.0175, predict loss 6.2892
[Train] Iteration 2443, total loss 4.9107, policy loss -4.8743, value loss 3.0305, entropy loss -0.0104, predict loss 6.7547
[Train] Iteration 2444, total loss 9.9576, policy loss -4.2549, value loss 7.9754, entropy loss -0.0095, predict loss 6.2373
[Train] Iteration 2445, total loss 7.6485, policy loss -4.7501, value loss 6.0041, entropy loss -0.0158, predict loss 6.3947
[Train] Iteration 2446, total loss 6.6671, policy loss -4.2342, value loss 4.3105, entropy loss -0.0205, predict loss 6.5913
[Train] Iteration 2447, total loss 10.9542, policy loss -3.7979, value loss 8.2836, entropy loss -0.0162, predict loss 6.4688
[Train] Iteration 2448, total loss 7.9044, policy loss -4.9987, value loss 6.5073, entropy loss -0.0165, predict loss 6.3961
[Train] Iteration 2449, total loss 11.9210, policy loss -3.8786, value loss 9.2750, entropy loss -0.0118, predict loss 6.5248
[Train] Iteration 2450, total loss 7.4256, policy loss -4.2070, value loss 5.4426, entropy loss -0.0087, predict loss 6.1903
[Train] Iteration 2451, total loss 6.6278, policy loss -4.5472, value loss 5.0670, entropy loss -0.0154, predict loss 6.1083
[Train] Iteration 2452, total loss 8.3873, policy loss -4.6703, value loss 6.5355, entropy loss -0.0082, predict loss 6.5223
[Train] Iteration 2453, total loss 6.7980, policy loss -4.4701, value loss 5.0307, entropy loss -0.0156, predict loss 6.2377
[Train] Iteration 2454, total loss 8.6745, policy loss -4.2386, value loss 6.4657, entropy loss -0.0086, predict loss 6.4476
[Train] Iteration 2455, total loss 6.1933, policy loss -5.1837, value loss 5.1764, entropy loss -0.0100, predict loss 6.2009
[Train] Iteration 2456, total loss 11.4775, policy loss -2.0724, value loss 7.1973, entropy loss -0.0163, predict loss 6.3529
[Train] Iteration 2457, total loss 6.6588, policy loss -4.2077, value loss 4.8512, entropy loss -0.0163, predict loss 6.0157
[Train] Iteration 2458, total loss 8.0278, policy loss -4.5508, value loss 6.3145, entropy loss -0.0090, predict loss 6.2643
[Train] Iteration 2459, total loss 9.3901, policy loss -4.5527, value loss 7.2379, entropy loss -0.0090, predict loss 6.7051
[Train] Iteration 2460, total loss 9.6278, policy loss -4.8913, value loss 7.7820, entropy loss -0.0057, predict loss 6.7371
[Train] Iteration 2461, total loss 6.3277, policy loss -4.3831, value loss 4.2834, entropy loss -0.0119, predict loss 6.4277
[Train] Iteration 2462, total loss 6.1209, policy loss -4.0697, value loss 3.6390, entropy loss -0.0141, predict loss 6.5519
[Train] Iteration 2463, total loss 7.5974, policy loss -4.4362, value loss 5.6269, entropy loss -0.0259, predict loss 6.4072
[Train] Iteration 2464, total loss 8.0759, policy loss -4.7947, value loss 6.5296, entropy loss -0.0126, predict loss 6.3412
[Train] Iteration 2465, total loss 7.0129, policy loss -4.1238, value loss 4.6981, entropy loss -0.0086, predict loss 6.4389
[Train] Iteration 2466, total loss 8.4485, policy loss -4.9785, value loss 7.0527, entropy loss -0.0058, predict loss 6.3743
[Train] Iteration 2467, total loss 6.2433, policy loss -4.4501, value loss 3.8836, entropy loss -0.0239, predict loss 6.8102
[Train] Iteration 2468, total loss 5.6785, policy loss -4.2608, value loss 3.5961, entropy loss -0.0103, predict loss 6.3434
[Train] Iteration 2469, total loss 12.6517, policy loss -4.2469, value loss 10.4911, entropy loss -0.0082, predict loss 6.4076
[Train] Iteration 2470, total loss 8.9452, policy loss -4.2830, value loss 7.0152, entropy loss -0.0028, predict loss 6.2130
[Train] Iteration 2471, total loss 7.7671, policy loss -4.2944, value loss 5.4649, entropy loss -0.0147, predict loss 6.5969
[Train] Iteration 2472, total loss 5.9198, policy loss -4.3954, value loss 3.9235, entropy loss -0.0130, predict loss 6.3919
[Train] Iteration 2473, total loss 4.9251, policy loss -4.0642, value loss 2.7060, entropy loss -0.0097, predict loss 6.2834
[Train] Iteration 2474, total loss 4.1301, policy loss -4.6055, value loss 2.4473, entropy loss -0.0050, predict loss 6.2884
[Train] Iteration 2475, total loss 6.7103, policy loss -3.9603, value loss 4.4630, entropy loss -0.0127, predict loss 6.2079
[Train] Iteration 2476, total loss 4.7236, policy loss -4.5112, value loss 2.8959, entropy loss -0.0143, predict loss 6.3392
[Train] Iteration 2477, total loss 5.9968, policy loss -4.2594, value loss 3.8105, entropy loss -0.0079, predict loss 6.4459
[Train] Iteration 2478, total loss 10.4137, policy loss -4.7302, value loss 8.5453, entropy loss -0.0098, predict loss 6.5988
[Train] Iteration 2479, total loss 7.3961, policy loss -3.9698, value loss 5.2646, entropy loss -0.0055, predict loss 6.1014
[Train] Iteration 2480, total loss 7.9463, policy loss -4.7296, value loss 6.4966, entropy loss -0.0017, predict loss 6.1793
[Train] Iteration 2481, total loss 4.7707, policy loss -4.5287, value loss 2.9086, entropy loss -0.0140, predict loss 6.3910
[Train] Iteration 2482, total loss 8.8612, policy loss -4.8342, value loss 7.3881, entropy loss -0.0089, predict loss 6.3075
[Train] Iteration 2483, total loss 4.6478, policy loss -4.7729, value loss 3.2329, entropy loss -0.0206, predict loss 6.1883
[Train] Iteration 2484, total loss 3.5911, policy loss -5.0298, value loss 2.2867, entropy loss -0.0136, predict loss 6.3345
[Train] Iteration 2485, total loss 7.6985, policy loss -4.6308, value loss 5.4086, entropy loss -0.0199, predict loss 6.9211
[Train] Iteration 2486, total loss 5.8303, policy loss -4.2321, value loss 3.8642, entropy loss -0.0157, predict loss 6.1985
[Train] Iteration 2487, total loss 5.2680, policy loss -4.3717, value loss 3.5049, entropy loss -0.0137, predict loss 6.1350
[Train] Iteration 2488, total loss 10.7296, policy loss -4.5949, value loss 9.2063, entropy loss -0.0254, predict loss 6.1187
[Train] Iteration 2489, total loss 7.8500, policy loss -5.1723, value loss 6.7814, entropy loss -0.0149, predict loss 6.2411
[Train] Iteration 2490, total loss 8.0994, policy loss -4.2315, value loss 6.2653, entropy loss -0.0047, predict loss 6.0657
[Train] Iteration 2491, total loss 7.4006, policy loss -4.8370, value loss 5.7190, entropy loss -0.0231, predict loss 6.5190
[Train] Iteration 2492, total loss 9.6317, policy loss -4.3672, value loss 7.3425, entropy loss -0.0110, predict loss 6.6566
[Train] Iteration 2493, total loss 3.9998, policy loss -4.5093, value loss 2.2476, entropy loss -0.0141, predict loss 6.2618
[Train] Iteration 2494, total loss 6.3609, policy loss -4.4080, value loss 4.6966, entropy loss -0.0128, predict loss 6.0726
[Train] Iteration 2495, total loss 11.0279, policy loss -4.6250, value loss 9.3573, entropy loss -0.0080, predict loss 6.2957
[Train] Iteration 2496, total loss 5.7756, policy loss -4.5778, value loss 3.7856, entropy loss -0.0140, predict loss 6.5680
[Train] Iteration 2497, total loss 5.5481, policy loss -4.3542, value loss 3.8541, entropy loss -0.0054, predict loss 6.0483
[Train] Iteration 2498, total loss 5.7823, policy loss -4.8199, value loss 4.4001, entropy loss -0.0144, predict loss 6.2024
[Train] Iteration 2499, total loss 6.6264, policy loss -4.7183, value loss 5.1851, entropy loss -0.0135, predict loss 6.1599
[Train] Iteration 2500, total loss 13.5193, policy loss -4.6411, value loss 11.2338, entropy loss -0.0077, predict loss 6.9267
[Train] Iteration 2501, total loss 5.8859, policy loss -4.4543, value loss 4.0336, entropy loss -0.0177, predict loss 6.3069
[Train] Iteration 2502, total loss 7.5621, policy loss -4.1619, value loss 5.4535, entropy loss -0.0221, predict loss 6.2709
[Train] Iteration 2503, total loss 6.9679, policy loss -4.1941, value loss 4.8907, entropy loss -0.0220, predict loss 6.2717
[Train] Iteration 2504, total loss 14.4849, policy loss -4.0345, value loss 12.0350, entropy loss -0.0150, predict loss 6.4847
[Train] Iteration 2505, total loss 11.6304, policy loss -4.6051, value loss 9.6029, entropy loss -0.0075, predict loss 6.6327
[Train] Iteration 2506, total loss 6.5714, policy loss -4.5940, value loss 4.6013, entropy loss -0.0196, predict loss 6.5645
[Train] Iteration 2507, total loss 5.7398, policy loss -4.7127, value loss 4.1164, entropy loss -0.0174, predict loss 6.3364
[Train] Iteration 2508, total loss 5.3014, policy loss -4.2788, value loss 3.1922, entropy loss -0.0070, predict loss 6.3881
[Train] Iteration 2509, total loss 6.7215, policy loss -3.9647, value loss 4.3740, entropy loss -0.0075, predict loss 6.3124
[Train] Iteration 2510, total loss 9.7320, policy loss -4.4529, value loss 7.8646, entropy loss -0.0052, predict loss 6.3203
[Train] Iteration 2511, total loss 8.1298, policy loss -4.2893, value loss 5.5879, entropy loss -0.0121, predict loss 6.8314
[Train] Iteration 2512, total loss 7.3935, policy loss -4.1564, value loss 4.9281, entropy loss -0.0189, predict loss 6.6222
[Train] Iteration 2513, total loss 6.3074, policy loss -4.2378, value loss 4.1372, entropy loss -0.0188, predict loss 6.4084
[Train] Iteration 2514, total loss 10.8234, policy loss -4.0746, value loss 8.3382, entropy loss -0.0083, predict loss 6.5600
[Train] Iteration 2515, total loss 5.1819, policy loss -3.9897, value loss 2.6713, entropy loss -0.0096, predict loss 6.5004
[Train] Iteration 2516, total loss 8.5036, policy loss -4.9541, value loss 6.9572, entropy loss -0.0085, predict loss 6.5007
[Train] Iteration 2517, total loss 9.0227, policy loss -4.0005, value loss 6.6322, entropy loss -0.0133, predict loss 6.3912
[Train] Iteration 2518, total loss 8.9887, policy loss -4.2448, value loss 7.1115, entropy loss -0.0091, predict loss 6.1222
[Train] Iteration 2519, total loss 5.2240, policy loss -4.4370, value loss 3.1088, entropy loss -0.0026, predict loss 6.5522
[Train] Iteration 2520, total loss 9.0077, policy loss -3.7559, value loss 6.3592, entropy loss -0.0081, predict loss 6.4046
[Train] Iteration 2521, total loss 7.5913, policy loss -4.5688, value loss 5.8407, entropy loss -0.0179, predict loss 6.3198
[Train] Iteration 2522, total loss 5.8105, policy loss -4.4401, value loss 4.0580, entropy loss -0.0181, predict loss 6.1930
[Train] Iteration 2523, total loss 10.2367, policy loss -2.1324, value loss 6.0190, entropy loss -0.0168, predict loss 6.3504
[Train] Iteration 2524, total loss 6.3175, policy loss -3.7319, value loss 4.0830, entropy loss -0.0147, predict loss 5.9667
